ID,term,country,actRating,affRating,emoRating,negRating,concern,EPI,CRI,GDP
46,emergency,ISR,-0.777101948,-1.26444946,-0.770782158,-0.25231801,-0.783304043,0.586845015,0.581858076,-0.262778989
46,emergency,NLD,-0.203122453,-0.176923083,-0.738197156,0.143048198,-1.228408232,1.220299146,-0.116724128,-0.083870688
46,warming,NZL,0.219809807,-0.048978803,0.141597909,0.325524909,,0.953581617,-0.554706701,-0.319563066
46,emergency,PAK,0.219809807,-0.048978803,0.043842902,0.325524909,-0.843154663,-1.593570782,0.529613012,
46,warming,PAK,0.219809807,0.078965477,-0.053912106,0.264699339,-0.843154663,-1.593570782,0.529613012,
46,emergency,PAN,0.098972018,0.302867966,-0.053912106,0.264699339,1.250104998,-0.646723555,0.388832899,-0.367509884
46,crisis,TUR,-0.02186577,-0.080964873,-0.053912106,-0.434794722,0.808209155,-0.960116652,0.258689506,-0.119949442
46,crisis,UAE,0.159390913,0.142937617,-0.053912106,0.355937694,,-0.093284683,1.692456743,-0.250597315
46,warming,UAE,-0.052075217,0.046979407,0.076427904,0.416763265,,-0.093284683,1.692456743,-0.250597315
46,warming,UKR,-0.142703558,-0.208909152,0.206767914,-0.313143581,-1.446934447,-0.500028915,1.077091228,-0.339387612
46,emergency,URY,0.250019254,0.270881897,-0.11908211,0.264699339,1.091581604,-0.526700667,-1.102184917,-0.367509373
46,emergency,USA,-0.535426371,-0.112950943,-0.086497108,0.629652761,0.05654412,0.820222853,-1.472593036,6.755012709
47,emergency,AZR,0.370857042,0.270881897,0.467447933,0.568827191,,-0.700067061,1.692456743,-0.365640346
47,warming,BEL,-0.203122453,-0.368839502,0.011257899,0.112635412,-0.468577632,1.086940381,0.341906195,-0.209474688
47,crisis,BGR,0.008343677,-0.208909152,0.206767914,0.44717605,,6.64518075019065e-05,0.941629475,-0.367039787
47,emergency,BRA,0.129181465,-0.048978803,0.206767914,0.44717605,1.34002599,-0.386673965,0.373190664,0.206587529
47,crisis,CRI,0.491694831,0.366840106,0.56520294,0.781716687,1.379747635,-0.299990768,0.430754088,-0.36724133
47,warming,FIN,-0.142703558,-0.304867362,-0.184252115,0.143048198,-0.863448856,1.460344922,1.692456743,-0.297810268
47,warming,GBR,0.552113725,0.366840106,0.532617938,0.568827191,-0.507852338,1.620375439,0.091630439,0.725172156
47,warming,HKG,0.642742066,0.494784386,0.630372945,0.50800162,,,,-0.266654959
47,crisis,ITA,0.823998749,0.878617225,0.923637967,1.177082895,1.011714885,0.933577802,-1.164753856,0.288079071
47,emergency,KOR,0.008343677,-0.176923083,-0.086497108,0.112635412,0.32782907,0.633520583,0.175159972,0.188941346
47,change,LBN,-0.142703558,-0.400825572,-0.021327103,0.264699339,0.236086253,-0.773414382,-0.116724128,-0.375487299
47,emergency,MEX,0.672951513,0.622728666,0.728127952,0.933780614,1.193983251,-0.29332283,-1.039615978,0.050959681
47,crisis,MYS,0.582323172,0.494784386,0.858467962,0.781716687,-1.139586902,-0.606715926,0.435759603,-0.244181124
47,change,NLD,0.280228701,0.238895827,0.402277928,0.325524909,-1.228408232,1.220299146,-0.116724128,-0.083870688
47,change,NZL,-0.02186577,0.014993337,0.239352916,0.295112124,,0.953581617,-0.554706701,-0.319563066
47,crisis,PAK,0.401066489,0.334854036,0.402277928,0.690478332,-0.843154663,-1.593570782,0.529613012,
47,emergency,PAN,-0.112494111,0.014993337,-0.053912106,0.234286553,1.250104998,-0.646723555,0.388832899,-0.367509884
47,crisis,SVN,-0.142703558,-0.272881292,0.239352916,0.325524909,,1.000257185,-0.408921073,-0.370433981
47,crisis,TWN,0.672951513,0.526770456,-0.510102139,-0.617271433,,0.013402328,0.044703734,-0.165024942
47,emergency,VEN,0.431275937,0.398826176,0.402277928,0.781716687,1.532917735,-0.446685409,1.040801243,-0.349978895
48,crisis,BLR,0.401066489,0.718686876,0.597787943,-0.556445862,-0.800369319,-0.266651077,1.28044028,-0.363645785
48,warming,BLR,0.280228701,0.334854036,0.630372945,0.720891117,-0.800369319,-0.266651077,1.28044028,-0.363645785
48,emergency,CAN,,-1.104519111,0.662957947,,0.037794764,0.933577802,-1.535161975,0.237129786
48,emergency,CRI,,,,1.08584454,1.379747635,-0.299990768,0.430754088,-0.36724133
48,emergency,ESP,-0.7468925,0.718686876,0.500032935,-0.830160929,0.023390204,1.153619764,-0.726771283,0.078261805
48,change,GER,,,-1.259557195,,-1.44420561,1.346989972,-1.785437731,0.911242701
48,emergency,GTM,0.612532619,0.558756526,0.662957947,-0.313143581,0.743315664,-1.680253979,0.201126082,-0.361815751
48,change,HKG,0.461485384,-0.592741992,-0.868537166,0.477588835,,,,-0.266654959
48,emergency,HRV,-1.018777524,0.782659015,-0.998877175,-0.586858648,,0.406810683,1.170944636,-0.368623029
48,crisis,ISR,0.582323172,0.526770456,0.597787943,-0.8909865,-0.783304043,0.586845015,0.581858076,-0.262778989
48,crisis,PHL,0.461485384,0.558756526,0.630372945,-0.708509789,0.589884239,-1.240170057,-1.86865442,-0.250195059
48,emergency,TUR,0.672951513,0.078965477,0.793297957,-0.130666869,0.808209155,-0.960116652,0.258689506,-0.119949442
48,warming,UKR,0.642742066,,0.532617938,,-1.446934447,-0.500028915,1.077091228,-0.339387612
49,change,ARG,0.854208196,0.174923687,0.271937918,1.116257325,1.167136704,-0.319994583,-0.706123533,-0.209908982
49,warming,ARG,0.975045984,0.750672946,0.956222969,0.872955043,1.167136704,-0.319994583,-0.706123533,-0.209908982
49,crisis,AUS,0.823998749,0.558756526,0.56520294,1.298734036,-0.049640973,1.193627393,-0.669520704,0.098635009
49,warming,BEL,0.008343677,0.654714736,0.760712955,0.812129473,-0.468577632,1.086940381,0.341906195,-0.209474688
49,crisis,CHL,0.461485384,1.070533645,1.282072993,1.420385177,1.364871105,-0.113288498,0.321258445,-0.291452218
49,emergency,CHL,0.823998749,0.942589365,0.760712955,0.781716687,1.364871105,-0.113288498,0.321258445,-0.291452218
49,emergency,COL,0.823998749,0.494784386,0.891052964,0.781716687,1.394243857,-0.273319015,-0.309749305,-0.275838696
49,emergency,GER,0.280228701,0.462798316,0.271937918,0.720891117,-1.44420561,1.346989972,-1.785437731,0.911242701
49,warming,GRC,0.70316096,0.846631155,0.532617938,0.568827191,1.350191123,0.806886976,-1.477598551,-0.317617774
49,warming,HND,0.552113725,0.270881897,1.053977976,0.781716687,1.169451856,-1.280177686,-0.601633405,-0.38041821
49,change,HRV,0.91462709,1.134505785,0.923637967,0.842542258,,0.406810683,1.170944636,-0.368623029
49,emergency,HRV,0.854208196,0.526770456,0.500032935,1.055431754,,0.406810683,1.170944636,-0.368623029
49,crisis,IDN,0.552113725,1.102519715,0.956222969,1.177082895,0.34672202,-1.280177686,-0.085439659,-0.023366808
49,warming,ISR,0.91462709,1.134505785,0.923637967,0.842542258,-0.783304043,0.586845015,0.581858076,-0.262778989
49,warming,ITA,0.70316096,0.494784386,0.923637967,1.025018969,1.011714885,0.933577802,-1.164753856,0.288079071
49,warming,LBN,0.431275937,0.654714736,0.630372945,0.538414406,0.236086253,-0.773414382,-0.116724128,-0.375487299
49,emergency,NLD,0.491694831,0.910603295,0.532617938,0.568827191,-1.228408232,1.220299146,-0.116724128,-0.083870688
49,crisis,PAK,1.035464879,0.718686876,0.728127952,1.329146821,-0.843154663,-1.593570782,0.529613012,
49,warming,PER,0.521904278,1.198477925,0.793297957,1.025018969,1.168769745,-0.866765517,0.722638189,-0.316564874
49,change,SWE,0.763579855,0.942589365,0.956222969,0.568827191,-1.207667314,1.447009045,0.566215841,-0.198450961
50,crisis,BRA,0.068762571,-0.400825572,0.011257899,0.264699339,1.34002599,-0.386673965,0.373190664,0.206587529
50,crisis,CRI,0.098972018,-0.592741992,0.402277928,0.660065547,1.379747635,-0.299990768,0.430754088,-0.36724133
50,crisis,FRA,0.038553124,-0.592741992,0.239352916,0.477588835,-0.21361604,1.533692242,-0.773697988,0.538046669
50,emergency,GBR,-0.082284664,-0.752672341,0.532617938,0.44717605,-0.507852338,1.620375439,0.091630439,0.725172156
50,change,GEO,0.401066489,-1.136505181,0.011257899,0.44717605,-0.406082142,-1.046799848,0.842457707,-0.382191189
50,warming,HRV,0.18960036,-0.752672341,-0.021327103,0.599239976,,0.406810683,1.170944636,-0.368623029
50,emergency,IDN,0.129181465,-0.368839502,-0.021327103,0.355937694,0.34672202,-1.280177686,-0.085439659,-0.023366808
50,emergency,ISL,-0.02186577,-0.368839502,0.076427904,0.264699339,-0.773651603,1.020260999,1.692456743,-0.381036561
50,change,MEX,-0.052075217,-0.560755922,0.141597909,0.386350479,1.193983251,-0.29332283,-1.039615978,0.050959681
50,emergency,MYS,0.008343677,-0.496783782,0.141597909,0.295112124,-1.139586902,-0.606715926,0.435759603,-0.244181124
50,warming,MYS,0.129181465,-0.368839502,0.109012906,0.416763265,-1.139586902,-0.606715926,0.435759603,-0.244181124
50,change,NLD,0.038553124,-0.496783782,0.109012906,0.325524909,-1.228408232,1.220299146,-0.116724128,-0.083870688
50,emergency,NLD,-0.02186577,-0.432811642,0.076427904,0.416763265,-1.228408232,1.220299146,-0.116724128,-0.083870688
50,warming,NZL,-0.02186577,-0.336853432,0.011257899,0.44717605,,0.953581617,-0.554706701,-0.319563066
50,warming,PER,0.008343677,-0.400825572,0.043842902,0.295112124,1.168769745,-0.866765517,0.722638189,-0.316564874
50,change,RUS,0.401066489,0.078965477,0.174182911,0.538414406,-1.195977738,-0.433349532,0.143875503,0.135414378
50,warming,SLV,0.098972018,-0.656714132,-0.021327103,0.264699339,1.236099034,-0.926776961,-0.831261411,-0.378761192
50,warming,TUR,0.008343677,-0.464797712,0.206767914,0.325524909,0.808209155,-0.960116652,0.258689506,-0.119949442
50,crisis,TWN,-0.02186577,-0.528769852,0.011257899,0.325524909,,0.013402328,0.044703734,-0.165024942
50,crisis,UKR,0.159390913,-0.688700201,0.109012906,0.234286553,-1.446934447,-0.500028915,1.077091228,-0.339387612
51,warming,ARG,1.186512114,0.238895827,0.206767914,0.781716687,1.167136704,-0.319994583,-0.706123533,-0.209908982
51,crisis,AZR,1.186512114,0.078965477,-0.705612154,0.325524909,,-0.700067061,1.692456743,-0.365640346
51,crisis,BGR,1.186512114,0.046979407,0.043842902,0.690478332,,6.64518075019065e-05,0.941629475,-0.367039787
51,warming,CAN,1.186512114,0.270881897,0.043842902,0.50800162,0.037794764,0.933577802,-1.535161975,0.237129786
51,emergency,CRI,1.186512114,0.270881897,-0.37976213,0.416763265,1.379747635,-0.299990768,0.430754088,-0.36724133
51,crisis,GER,1.186512114,0.206909757,0.109012906,0.50800162,-1.44420561,1.346989972,-1.785437731,0.911242701
51,crisis,HKG,1.186512114,0.110951547,0.109012906,0.44717605,,,,-0.266654959
51,warming,JPN,1.186512114,0.110951547,-0.607857146,0.416763265,-0.376551164,1.206963269,-2.046037362,1.160802491
51,change,LUX,1.186512114,0.142937617,0.500032935,0.812129473,-0.66433992,1.687054821,0.420117368,-0.362937576
51,emergency,NLD,1.186512114,0.206909757,0.043842902,0.416763265,-1.228408232,1.220299146,-0.116724128,-0.083870688
51,crisis,PHL,1.186512114,0.206909757,0.304522921,0.599239976,0.589884239,-1.240170057,-1.86865442,-0.250195059
51,warming,PHL,1.186512114,0.142937617,0.109012906,0.416763265,0.589884239,-1.240170057,-1.86865442,-0.250195059
51,warming,SWE,1.186512114,0.142937617,-0.835952163,0.660065547,-1.207667314,1.447009045,0.566215841,-0.198450961
51,emergency,UKR,1.186512114,0.174923687,0.206767914,0.44717605,-1.446934447,-0.500028915,1.077091228,-0.339387612
51,crisis,URY,1.186512114,0.238895827,0.304522921,0.781716687,1.091581604,-0.526700667,-1.102184917,-0.367509373
51,change,USA,1.186512114,0.206909757,0.076427904,0.44717605,0.05654412,0.820222853,-1.472593036,6.755012709
51,crisis,USA,1.186512114,0.270881897,0.337107923,0.812129473,0.05654412,0.820222853,-1.472593036,6.755012709
51,emergency,USA,1.186512114,0.206909757,-0.705612154,0.355937694,0.05654412,0.820222853,-1.472593036,6.755012709
51,warming,VEN,1.186512114,0.238895827,-0.24942212,0.386350479,1.532917735,-0.446685409,1.040801243,-0.349978895
51,change,VNM,1.186512114,0.110951547,-0.477517137,0.477588835,-0.843373079,-1.573566968,-1.399387378,-0.287062435
52,change,AZR,1.186512114,-0.208909152,0.076427904,-1.316765493,,-0.700067061,1.692456743,-0.365640346
52,emergency,AZR,1.186512114,1.134505785,,1.08584454,,-0.700067061,1.692456743,-0.365640346
52,change,BLR,1.186512114,1.166491855,0.858467962,1.542036318,-0.800369319,-0.266651077,1.28044028,-0.363645785
52,warming,BLR,1.186512114,1.198477925,0.923637967,1.329146821,-0.800369319,-0.266651077,1.28044028,-0.363645785
52,warming,CAN,1.186512114,1.294436134,1.314657995,1.542036318,0.037794764,0.933577802,-1.535161975,0.237129786
52,emergency,CRI,1.186512114,1.294436134,1.314657995,1.511623533,1.379747635,-0.299990768,0.430754088,-0.36724133
52,warming,CRI,1.065674326,0.110951547,-0.216837118,1.481210748,1.379747635,-0.299990768,0.430754088,-0.36724133
52,warming,FRA,1.186512114,1.006561505,0.467447933,1.025018969,-0.21361604,1.533692242,-0.773697988,0.538046669
52,emergency,GBR,0.975045984,0.142937617,-0.835952163,0.994606184,-0.507852338,1.620375439,0.091630439,0.725172156
52,emergency,GEO,1.186512114,1.294436134,1.053977976,1.511623533,-0.406082142,-1.046799848,0.842457707,-0.382191189
52,warming,HKG,1.095883773,0.142937617,-0.021327103,0.386350479,,,,-0.266654959
52,crisis,ISL,1.186512114,1.294436134,1.314657995,1.542036318,-0.773651603,1.020260999,1.692456743,-0.381036561
52,warming,ITA,1.186512114,1.294436134,1.314657995,1.542036318,1.011714885,0.933577802,-1.164753856,0.288079071
52,change,KAZ,1.186512114,1.294436134,0.891052964,1.055431754,-2.031208801,-0.820089949,0.863418301,-0.316154577
52,warming,PAK,1.186512114,1.262450064,0.825882959,1.298734036,-0.843154663,-1.593570782,0.529613012,
52,crisis,SAU,1.186512114,0.750672946,-0.24942212,1.177082895,0.205044599,-0.866765517,0.550573606,-0.12546488
52,emergency,SVN,0.491694831,0.078965477,-0.216837118,0.112635412,,1.000257185,-0.408921073,-0.370433981
52,warming,TUR,1.186512114,1.294436134,1.314657995,1.542036318,0.808209155,-0.960116652,0.258689506,-0.119949442
52,crisis,VEN,1.065674326,0.846631155,0.304522921,1.08584454,1.532917735,-0.446685409,1.040801243,-0.349978895
52,emergency,VEN,1.186512114,1.294436134,0.532617938,1.542036318,1.532917735,-0.446685409,1.040801243,-0.349978895
53,crisis,ARG,-1.774013702,1.294436134,1.314657995,-1.499242204,1.167136704,-0.319994583,-0.706123533,-0.209908982
53,change,AZR,-1.834432596,1.294436134,1.314657995,-1.499242204,,-0.700067061,1.692456743,-0.365640346
53,emergency,AZR,-1.834432596,1.230463995,1.314657995,-1.499242204,,-0.700067061,1.692456743,-0.365640346
53,warming,BRA,-1.834432596,1.294436134,1.314657995,-1.499242204,1.34002599,-0.386673965,0.373190664,0.206587529
53,warming,CHL,-1.834432596,1.294436134,1.314657995,-1.468829419,1.364871105,-0.113288498,0.321258445,-0.291452218
53,crisis,ESP,-1.834432596,1.294436134,1.314657995,-1.499242204,0.023390204,1.153619764,-0.726771283,0.078261805
53,warming,ESP,-1.834432596,1.294436134,1.314657995,-1.499242204,0.023390204,1.153619764,-0.726771283,0.078261805
53,warming,FRA,-1.743804255,1.294436134,1.314657995,-1.499242204,-0.21361604,1.533692242,-0.773697988,0.538046669
53,change,GEO,-1.804223149,1.294436134,1.314657995,-1.468829419,-0.406082142,-1.046799848,0.842457707,-0.382191189
53,crisis,GRC,-1.834432596,1.294436134,1.314657995,-1.499242204,1.350191123,0.806886976,-1.477598551,-0.317617774
53,change,HND,-1.834432596,1.294436134,1.314657995,-1.468829419,1.169451856,-1.280177686,-0.601633405,-0.38041821
53,emergency,IRL,-1.834432596,1.294436134,1.314657995,-1.499242204,-1.090264869,1.05360069,0.175159972,-0.266188946
53,crisis,ISR,-1.743804255,1.294436134,1.314657995,-1.468829419,-0.783304043,0.586845015,0.581858076,-0.262778989
53,emergency,JPN,-1.774013702,1.294436134,1.314657995,-1.499242204,-0.376551164,1.206963269,-2.046037362,1.160802491
53,crisis,KAZ,0.129181465,-0.208909152,0.271937918,-0.221905225,-2.031208801,-0.820089949,0.863418301,-0.316154577
53,emergency,PHL,-1.834432596,1.294436134,1.314657995,-1.499242204,0.589884239,-1.240170057,-1.86865442,-0.250195059
53,crisis,UKR,-1.834432596,1.294436134,1.314657995,-1.499242204,-1.446934447,-0.500028915,1.077091228,-0.339387612
53,emergency,UKR,-1.834432596,1.294436134,1.314657995,-1.499242204,-1.446934447,-0.500028915,1.077091228,-0.339387612
53,crisis,URY,-1.743804255,1.294436134,1.314657995,-1.499242204,1.091581604,-0.526700667,-1.102184917,-0.367509373
53,emergency,VNM,-1.834432596,1.294436134,1.314657995,-1.499242204,-0.843373079,-1.573566968,-1.399387378,-0.287062435
54,change,BRA,-0.475007477,-0.240895222,-0.640442149,-0.465207507,1.34002599,-0.386673965,0.373190664,0.206587529
54,crisis,COL,-0.082284664,0.014993337,-1.943842245,-0.25231801,1.394243857,-0.273319015,-0.309749305,-0.275838696
54,emergency,CRI,0.18960036,0.142937617,0.174182911,0.477588835,1.379747635,-0.299990768,0.430754088,-0.36724133
54,change,GTM,,0.014993337,-0.770782158,0.264699339,0.743315664,-1.680253979,0.201126082,-0.361815751
54,crisis,HKG,-0.867730289,-0.784658411,-0.607857146,-0.647684218,,,,-0.266654959
54,emergency,IDN,0.250019254,0.078965477,-0.086497108,0.416763265,0.34672202,-1.280177686,-0.085439659,-0.023366808
54,crisis,IRL,-0.02186577,-1.008560901,-0.705612154,0.234286553,-1.090264869,1.05360069,0.175159972,-0.266188946
54,warming,MDA,0.098972018,-0.784658411,-0.933707171,-0.586858648,0.739061189,-0.840093764,1.692456743,-0.384939271
54,change,MEX,-0.565635818,-0.528769852,-0.086497108,0.021397057,1.193983251,-0.29332283,-1.039615978,0.050959681
54,warming,MEX,-0.626054712,-0.816644481,-1.19438719,-0.556445862,1.193983251,-0.29332283,-1.039615978,0.050959681
54,warming,PAN,-0.052075217,-0.688700201,-0.770782158,0.355937694,1.250104998,-0.646723555,0.388832899,-0.367509884
54,change,RUS,0.18960036,0.398826176,-0.021327103,0.295112124,-1.195977738,-0.433349532,0.143875503,0.135414378
54,crisis,RUS,0.491694831,-1.168491251,-1.226972192,-0.738922574,-1.195977738,-0.433349532,0.143875503,0.135414378
54,crisis,SVN,-1.471919231,-1.61629623,-1.357312202,-0.921399285,,1.000257185,-0.408921073,-0.370433981
54,emergency,SVN,-0.082284664,0.014993337,0.239352916,0.386350479,,1.000257185,-0.408921073,-0.370433981
54,crisis,SWE,0.340647595,0.782659015,-1.129217185,-0.404381936,-1.207667314,1.447009045,0.566215841,-0.198450961
54,warming,TUR,-0.988568077,-1.008560901,-0.347177127,-0.738922574,0.808209155,-0.960116652,0.258689506,-0.119949442
54,change,USA,0.18960036,-1.20047732,-1.943842245,-1.499242204,0.05654412,0.820222853,-1.472593036,6.755012709
54,warming,USA,0.129181465,-0.912602691,-0.966292173,-0.647684218,0.05654412,0.820222853,-1.472593036,6.755012709
54,crisis,ZAF,-0.565635818,-0.624728062,0.011257899,0.264699339,-1.416845125,-0.926776961,-0.549701186,-0.262005748
55,change,AUS,0.491694831,-1.3284216,-0.835952163,-0.343556366,-0.049640973,1.193627393,-0.669520704,0.098635009
55,crisis,BEL,1.186512114,1.294436134,1.119147981,0.50800162,-0.468577632,1.086940381,0.341906195,-0.209474688
55,warming,BGR,0.763579855,-1.904170859,-1.748332231,-0.647684218,,6.64518075019065e-05,0.941629475,-0.367039787
55,emergency,CAN,0.18960036,-0.464797712,0.337107923,-0.161079655,0.037794764,0.933577802,-1.535161975,0.237129786
55,change,CHL,0.159390913,-1.6482823,-1.357312202,-0.282730795,1.364871105,-0.113288498,0.321258445,-0.291452218
55,crisis,CHL,0.491694831,0.302867966,-1.259557195,-1.499242204,1.364871105,-0.113288498,0.321258445,-0.291452218
55,change,COL,0.733370408,-1.040546971,0.337107923,-0.647684218,1.394243857,-0.273319015,-0.309749305,-0.275838696
55,crisis,CRI,-0.988568077,-0.720686271,-1.031462178,-0.769335359,1.379747635,-0.299990768,0.430754088,-0.36724133
55,emergency,EST,1.186512114,0.910603295,0.988807971,0.264699339,-1.503047163,0.553505324,0.613142545,-0.377656854
55,emergency,GER,1.186512114,1.294436134,1.314657995,0.660065547,-1.44420561,1.346989972,-1.785437731,0.911242701
55,crisis,IND,1.005255431,0.206909757,0.793297957,-1.255939923,0.302603544,-1.960307384,-1.649663134,0.608565667
55,emergency,IRL,1.186512114,0.974575435,0.858467962,-0.495620292,-1.090264869,1.05360069,0.175159972,-0.266188946
55,change,JPN,0.250019254,-0.080964873,0.597787943,-1.408003849,-0.376551164,1.206963269,-2.046037362,1.160802491
55,emergency,LBN,-0.384379135,-1.58431016,-1.19438719,-0.161079655,0.236086253,-0.773414382,-0.116724128,-0.375487299
55,warming,LBN,1.186512114,0.814645085,1.314657995,-0.799748144,0.236086253,-0.773414382,-0.116724128,-0.375487299
55,change,MDA,-0.384379135,-0.752672341,-0.705612154,-1.499242204,0.739061189,-0.840093764,1.692456743,-0.384939271
55,change,MYS,-0.535426371,1.230463995,0.793297957,-0.556445862,-1.139586902,-0.606715926,0.435759603,-0.244181124
55,emergency,NZL,0.310438148,0.078965477,0.271937918,-0.039428514,,0.953581617,-0.554706701,-0.319563066
55,emergency,SVN,-0.082284664,-1.904170859,-1.943842245,-0.404381936,,1.000257185,-0.408921073,-0.370433981
55,emergency,TUR,0.975045984,0.942589365,0.825882959,-0.465207507,0.808209155,-0.960116652,0.258689506,-0.119949442
56,emergency,BLR,0.491694831,0.462798316,-0.998877175,-0.769335359,-0.800369319,-0.266651077,1.28044028,-0.363645785
56,change,COL,0.098972018,0.462798316,1.119147981,-1.164701567,1.394243857,-0.273319015,-0.309749305,-0.275838696
56,change,GBR,0.219809807,0.494784386,0.467447933,-1.316765493,-0.507852338,1.620375439,0.091630439,0.725172156
56,change,IDN,0.491694831,1.134505785,0.304522921,0.903367828,0.34672202,-1.280177686,-0.085439659,-0.023366808
56,emergency,IRL,0.370857042,0.494784386,0.69554295,-0.343556366,-1.090264869,1.05360069,0.175159972,-0.266188946
56,change,ISL,0.401066489,0.430812246,0.825882959,-0.313143581,-0.773651603,1.020260999,1.692456743,-0.381036561
56,crisis,JPN,0.582323172,0.334854036,0.206767914,0.964193399,-0.376551164,1.206963269,-2.046037362,1.160802491
56,change,KOR,0.552113725,0.590742596,0.337107923,-1.225527137,0.32782907,0.633520583,0.175159972,0.188941346
56,change,LBN,0.672951513,0.782659015,1.119147981,-0.465207507,0.236086253,-0.773414382,-0.116724128,-0.375487299
56,emergency,PAN,0.310438148,0.654714736,0.69554295,-1.195114352,1.250104998,-0.646723555,0.388832899,-0.367509884
56,change,PER,0.18960036,0.078965477,0.304522921,1.025018969,1.168769745,-0.866765517,0.722638189,-0.316564874
56,crisis,PER,0.672951513,0.270881897,0.891052964,0.538414406,1.168769745,-0.866765517,0.722638189,-0.316564874
56,emergency,PER,0.763579855,0.494784386,0.239352916,0.44717605,1.168769745,-0.866765517,0.722638189,-0.316564874
56,change,PHL,0.431275937,,0.337107923,-0.8909865,0.589884239,-1.240170057,-1.86865442,-0.250195059
56,change,SAU,0.159390913,0.494784386,0.825882959,-0.373969151,0.205044599,-0.866765517,0.550573606,-0.12546488
56,change,SVN,0.823998749,0.430812246,0.630372945,-0.678097003,,1.000257185,-0.408921073,-0.370433981
56,warming,UKR,0.18960036,0.686700806,0.56520294,-1.012637641,-1.446934447,-0.500028915,1.077091228,-0.339387612
56,change,URY,1.065674326,0.942589365,0.532617938,-1.408003849,1.091581604,-0.526700667,-1.102184917,-0.367509373
56,emergency,VNM,0.793789302,0.238895827,0.239352916,0.599239976,-0.843373079,-1.573566968,-1.399387378,-0.287062435
56,warming,VNM,0.582323172,0.654714736,0.369692926,,-0.843373079,-1.573566968,-1.399387378,-0.287062435
57,warming,CAN,-0.505216924,0.462798316,1.053977976,-1.499242204,0.037794764,0.933577802,-1.535161975,0.237129786
57,warming,COL,-0.565635818,0.526770456,1.086562979,-1.103875996,1.394243857,-0.273319015,-0.309749305,-0.275838696
57,change,FIN,-0.626054712,0.878617225,0.858467962,-0.25231801,-0.863448856,1.460344922,1.692456743,-0.297810268
57,change,GEO,-0.595845265,0.430812246,1.021392974,-0.769335359,-0.406082142,-1.046799848,0.842457707,-0.382191189
57,change,HRV,-0.7468925,0.206909757,0.500032935,-1.073463211,,0.406810683,1.170944636,-0.368623029
57,crisis,ISL,-0.323960241,0.238895827,1.021392974,-1.316765493,-0.773651603,1.020260999,1.692456743,-0.381036561
57,warming,ISL,-1.200034207,1.070533645,1.086562979,-1.468829419,-0.773651603,1.020260999,1.692456743,-0.381036561
57,warming,ITA,-0.686473606,0.814645085,0.369692926,-1.043050426,1.011714885,0.933577802,-1.164753856,0.288079071
57,emergency,JPN,-1.109405866,0.430812246,1.184317986,-1.255939923,-0.376551164,1.206963269,-2.046037362,1.160802491
57,emergency,KOR,-0.837520842,0.750672946,0.760712955,-0.617271433,0.32782907,0.633520583,0.175159972,0.188941346
57,warming,KOR,-0.354169688,0.590742596,0.271937918,-0.373969151,0.32782907,0.633520583,0.175159972,0.188941346
57,warming,MYS,-0.686473606,0.686700806,1.053977976,-0.769335359,-1.139586902,-0.606715926,0.435759603,-0.244181124
57,crisis,NLD,-1.018777524,0.526770456,0.760712955,-0.799748144,-1.228408232,1.220299146,-0.116724128,-0.083870688
57,crisis,PAK,-0.565635818,0.878617225,0.793297957,-1.255939923,-0.843154663,-1.593570782,0.529613012,
57,change,PAN,-0.535426371,0.526770456,0.923637967,-1.164701567,1.250104998,-0.646723555,0.388832899,-0.367509884
57,emergency,PAN,-0.928149183,0.590742596,0.825882959,-0.586858648,1.250104998,-0.646723555,0.388832899,-0.367509884
57,crisis,PHL,-1.16982476,0.814645085,0.174182911,-0.465207507,0.589884239,-1.240170057,-1.86865442,-0.250195059
57,emergency,SLV,-0.475007477,0.910603295,0.891052964,-1.255939923,1.236099034,-0.926776961,-0.831261411,-0.378761192
57,emergency,UAE,,0.558756526,0.630372945,-0.647684218,,-0.093284683,1.692456743,-0.250597315
57,crisis,URY,-0.293750794,1.038547575,0.956222969,-0.738922574,1.091581604,-0.526700667,-1.102184917,-0.367509373
58,warming,AZR,-0.263541347,-0.208909152,-0.216837118,0.264699339,,-0.700067061,1.692456743,-0.365640346
58,crisis,BEL,-0.263541347,-0.240895222,-0.184252115,0.112635412,-0.468577632,1.086940381,0.341906195,-0.209474688
58,change,BGR,-0.2333319,-0.208909152,-0.216837118,0.112635412,,6.64518075019065e-05,0.941629475,-0.367039787
58,warming,BGR,-0.203122453,-0.208909152,0.988807971,0.082222627,,6.64518075019065e-05,0.941629475,-0.367039787
58,emergency,CRI,-0.203122453,-0.176923083,-0.216837118,,1.379747635,-0.299990768,0.430754088,-0.36724133
58,change,ESP,-0.263541347,-0.240895222,1.053977976,0.143048198,0.023390204,1.153619764,-0.726771283,0.078261805
58,crisis,GBR,0.008343677,-0.208909152,-0.24942212,0.082222627,-0.507852338,1.620375439,0.091630439,0.725172156
58,change,GRC,-0.2333319,-0.208909152,-0.24942212,0.112635412,1.350191123,0.806886976,-1.477598551,-0.317617774
58,crisis,HKG,-0.263541347,-0.208909152,-0.216837118,0.082222627,,,,-0.266654959
58,emergency,HND,-0.263541347,-0.240895222,-0.24942212,0.112635412,1.169451856,-1.280177686,-0.601633405,-0.38041821
