ID,term,country,actRating,emoRating,epi,GDP,perception,CRI
13,warming,SAU,-1.496775821,-1.513645116,0.8483165,-0.110500194,0.179399984,88.5
14,change,EST,-0.110135058,-0.896285356,-0.580764334,-0.362145061,-1.546640526,90.5
14,change,FIN,0.131019857,-0.798807499,-1.493229091,-0.282471695,-0.900321275,125
14,change,FRA,0.0104424,-0.668837023,-1.567031387,0.551571927,-0.24365997,46.17
14,change,PHL,0.040586764,0.046000594,1.224037282,-0.234959782,0.568283546,11.17
14,crisis,BGR,0.070731129,0.143478451,-0.02389246,-0.351551026,NA,101
14,crisis,BLR,-0.110135058,-0.051477262,0.244479528,-0.348164387,-0.836578894,111.83
14,crisis,CRI,NA,0.17597107,0.278026026,-0.351752132,1.366446882,84.67
14,crisis,GEO,-0.019701965,0.013507975,1.029467591,-0.366669559,-0.43814852,97.83
14,crisis,KAZ,0.131019857,0.078493213,0.801351402,-0.300776207,-2.080352124,98.5
14,crisis,LBN,NA,0.208463689,0.754386304,-0.359980212,0.210767826,67.17
14,crisis,UKR,0.221452951,0.013507975,0.479305017,-0.32395884,-1.489938174,105.33
14,emergency,AUS,0.432463502,0.143478451,-1.224857103,0.113113531,-0.077961842,49.5
14,emergency,BRA,0.040586764,0.013507975,0.365246922,0.220831858,1.326307839,82.83
14,emergency,FRA,0.100875493,0.078493213,-1.567031387,0.551571927,-0.24365997,46.17
14,emergency,IND,0.221452951,0.143478451,1.948641648,0.621937941,0.277984085,18.17
14,emergency,PAK,0.040586764,-0.018984644,1.579630166,NA,-0.87981383,87.83
14,emergency,SVN,0.040586764,0.078493213,-1.030287412,-0.354937857,NA,57.83
14,warming,MYS,0.040586764,0.208463689,0.586653812,-0.228958894,-1.179360999,84.83
14,warming,UKR,-0.019701965,0.110985832,0.479305017,-0.32395884,-1.489938174,105.33
14,warming,USA,0.131019857,0.110985832,-0.849136321,6.755050828,0.029339051,23.83
15,change,GER,-0.924032897,-1.026255832,NA,NA,NA,13.83
15,change,GRC,-0.893888533,-0.993763213,-0.835717722,-0.30223623,1.336579789,23.67
15,change,HND,-1.014465991,-1.188718926,1.26429308,-0.364900426,1.153941301,51.67
15,change,NLD,-0.924032897,-1.253704164,-1.251694302,-0.068996237,-1.26911567,67.17
15,change,RUS,-1.135043448,-1.026255832,0.41221202,0.14981311,-1.236344394,75.5
15,crisis,JPN,-1.165187813,-1.546137735,-1.238275703,1.172976737,-0.408307228,5.5
15,crisis,RUS,-1.135043448,-1.546137735,0.41221202,0.14981311,-1.236344394,75.5
15,crisis,UAE,-1.28576527,-1.643615592,0.070037736,-0.235361166,NA,125
15,emergency,AZR,-1.28576527,-1.351182021,0.680584008,-0.350154621,NA,125
15,emergency,BLR,-0.713022346,-0.571359166,0.244479528,-0.348164387,-0.836578894,111.83
15,emergency,GBR,-0.773311075,-1.513645116,-1.654252283,0.738291463,-0.540988124,73.83
15,emergency,ITA,-1.135043448,-1.70860083,-0.963194416,0.302146611,0.994546819,33.67
15,emergency,MEX,-1.526920186,-1.416167259,0.271316727,0.06554163,1.178730473,37.67
15,emergency,SAU,-1.014465991,-0.961270594,0.8483165,-0.110500194,0.179399984,88.5
15,warming,AUS,-1.315909635,-1.156226307,-1.224857103,0.113113531,-0.077961842,49.5
15,warming,ITA,-0.833599804,-1.156226307,-0.963194416,0.302146611,0.994546819,33.67
15,warming,KAZ,-1.677642008,-1.806078687,0.801351402,-0.300776207,-2.080352124,98.5
15,warming,KOR,-1.496775821,-1.351182021,-0.66127593,0.203223956,0.303474683,76.5
15,warming,MEX,-1.195332177,-1.091241069,0.271316727,0.06554163,1.178730473,37.67
15,warming,USA,-1.255620906,-1.318689402,-0.849136321,6.755050828,0.029339051,23.83
16,change,GEO,-1.526920186,-1.318689402,1.029467591,-0.366669559,-0.43814852,97.83
16,change,IMN,-1.135043448,-1.253704164,NA,NA,NA,
16,change,KAZ,-0.622589253,-0.701329642,0.801351402,-0.300776207,-2.080352124,98.5
16,change,MYS,-0.743166711,-0.668837023,0.586653812,-0.228958894,-1.179360999,84.83
16,change,PAN,-0.592444889,-0.571359166,0.62690961,-0.352020103,1.235441951,83.33
16,change,VNM,-0.713022346,-0.538866547,1.559502266,-0.271747177,-0.880034541,26.17
16,crisis,BEL,-0.652733618,-1.156226307,-1.117508308,-0.19432775,-0.501300717,81.83
16,crisis,BRA,-0.53215616,-0.896285356,0.365246922,0.220831858,1.326307839,82.83
16,crisis,NZL,-0.743166711,-1.611122973,-0.983322315,-0.304177302,NA,53.17
16,crisis,USA,-0.471867431,-0.831300118,-0.849136321,6.755050828,0.029339051,23.83
16,emergency,CRI,-0.53215616,-1.871063925,0.278026026,-0.351752132,1.366446882,84.67
16,emergency,IDN,-0.381434338,-1.936049163,1.26429308,-0.008623615,0.322566161,68.17
